Mois,Région,Production éolienne (GWh),Production solaire (GWh)
2018-02,Auvergne-Rhône-Alpes,87.326138,40.725882
2018-02,Corse,1.236073,8.511064
2018-03,Centre-Val de Loire,245.140679,20.645698
2018-03,Corse,2.750533,14.152265
2018-04,Île-de-France,8.524428,8.44091
2018-04,Pays de la Loire,103.228041,51.634955
2018-04,Nouvelle-Aquitaine,118.882636,278.955506
2018-04,Corse,1.779803,18.468093
2018-05,Hauts-de-France,385.284959,19.016624
2018-05,Grand Est,352.36229,112.172949
2018-05,Provence-Alpes-Côte d'Azur,5.662789,159.6571
2018-06,Bourgogne-Franche-Comté,66.352509,39.174017
2018-06,Hauts-de-France,353.118311,18.225065
2018-06,Auvergne-Rhône-Alpes,61.650552,134.589102
2018-06,Provence-Alpes-Côte d'Azur,7.290078,189.743702
2018-07,Île-de-France,4.722374,12.43721
2018-07,Centre-Val de Loire,76.450243,41.364932
2018-07,Grand Est,238.922418,119.375944
2018-07,Nouvelle-Aquitaine,67.602795,404.31332
2018-07,Occitanie,156.150613,306.417549
2018-08,Centre-Val de Loire,95.554356,39.212139
2018-08,Pays de la Loire,61.76537,68.296168
2018-09,Normandie,91.314746,16.717485
2018-09,Pays de la Loire,99.524577,58.869411
2018-09,Bretagne,119.341264,23.510098
2018-10,Corse,0.735368,12.507049
2018-11,Bretagne,194.022238,11.45869
2018-11,Nouvelle-Aquitaine,167.502076,140.529726
2018-11,Corse,0.591944,8.831444
2018-12,Bourgogne-Franche-Comté,183.620869,5.376899
2018-12,Corse,1.252307,9.40021
2019-01,Normandie,145.05176,4.597184
2019-01,Hauts-de-France,788.435912,4.227197
2019-01,Grand Est,675.819459,28.439476
2019-01,Provence-Alpes-Côte d'Azur,17.952859,97.346514
2019-01,Corse,1.013034,11.557699
2019-02,Île-de-France,9.257202,5.857725
2019-02,Bretagne,159.729022,14.821922
2019-02,Nouvelle-Aquitaine,172.712704,217.883042
2019-02,Provence-Alpes-Côte d'Azur,6.404939,129.286522
2019-03,Bourgogne-Franche-Comté,236.502533,31.964473
2019-03,Corse,1.664186,21.452898
2019-04,Hauts-de-France,552.949065,15.827198
2019-04,Grand Est,501.592503,96.015131
2019-04,Bretagne,136.613094,24.141045
2014-01,Centre-Val de Loire,214.292872,5.55269
2019-05,Normandie,92.565845,21.505809
2014-01,Bourgogne-Franche-Comté,38.414048,5.513973
2019-05,Grand Est,449.366449,110.573555
2014-01,Normandie,156.651038,2.86885
2019-05,Nouvelle-Aquitaine,123.291552,380.622466
2014-01,Hauts-de-France,525.159,2.916058
2019-05,Occitanie,393.499231,288.662
2014-01,Pays de la Loire,144.194423,9.607937
2019-05,Provence-Alpes-Côte d'Azur,11.983733,213.651528
2014-01,Bretagne,200.068952,5.020116
2019-05,Corse,1.364301,22.235065
2014-01,Occitanie,189.597415,40.34457
2019-06,Auvergne-Rhône-Alpes,70.398922,149.880804
2014-01,Provence-Alpes-Côte d'Azur,8.227131,34.598372
2019-07,Pays de la Loire,114.201248,82.556401
2014-02,Grand Est,609.541705,18.384388
2019-07,Nouvelle-Aquitaine,93.705939,438.278115
2014-02,Pays de la Loire,179.658104,17.208138
2019-07,Occitanie,214.624857,322.059334
2014-02,Nouvelle-Aquitaine,128.431987,48.047011
2019-07,Auvergne-Rhône-Alpes,58.769137,165.356691
2014-02,Provence-Alpes-Côte d'Azur,8.280625,44.076151
2019-08,Normandie,93.31354,22.485824
2014-03,Île-de-France,2.870907,6.573901
2019-08,Grand Est,331.373685,115.169549
2014-03,Provence-Alpes-Côte d'Azur,8.544615,91.671047
2019-08,Occitanie,163.480211,307.539415
2014-04,Nouvelle-Aquitaine,58.623322,107.208433
2019-10,Pays de la Loire,172.079065,36.538152
2014-05,Bourgogne-Franche-Comté,33.094914,23.327756
2019-10,Corse,0.14742,16.355475
2014-05,Normandie,83.136907,13.105296
2019-11,Île-de-France,22.877192,4.602357
2014-05,Occitanie,237.143463,147.867277
2019-11,Centre-Val de Loire,275.273211,12.425745
2014-05,Auvergne-Rhône-Alpes,89.805539,73.097286
2019-11,Bourgogne-Franche-Comté,187.969807,13.018505
2014-06,Île-de-France,2.303841,9.374559
2019-11,Hauts-de-France,840.647341,6.477738
2014-06,Grand Est,248.260486,69.338082
2019-11,Grand Est,797.412699,47.360483
2014-06,Occitanie,140.316459,164.218216
2019-11,Occitanie,321.933805,107.387079
2014-06,Auvergne-Rhône-Alpes,55.140263,86.182018
2019-12,Normandie,262.393156,6.7246
2014-07,Hauts-de-France,170.405658,14.257812
2019-12,Bretagne,274.13891,8.87151
2014-07,Auvergne-Rhône-Alpes,53.814173,68.338852
2020-04,Île-de-France,15.485014,13.396076
2014-08,Centre-Val de Loire,88.967215,22.178946
2020-07,Île-de-France,13.846834,18.271019
2014-08,Bourgogne-Franche-Comté,21.341835,21.68122
2020-09,Île-de-France,15.557947,14.83333
2014-08,Hauts-de-France,241.62684,13.127565
2020-12,Île-de-France,32.27697,3.7824
2014-08,Pays de la Loire,54.526649,40.70191
2020-03,Bretagne,256.511932,20.751534
2014-08,Bretagne,76.129556,19.508924
2020-04,Bretagne,127.590654,27.486788
2014-08,Occitanie,116.57575,150.574615
2020-09,Bretagne,102.450738,24.645264
2014-09,Hauts-de-France,119.811849,11.802342
2020-10,Bretagne,224.557402,15.578338
2014-09,Grand Est,174.611749,48.221273
2020-12,Bretagne,262.132774,8.125003
2014-09,Nouvelle-Aquitaine,49.393208,142.345896
2020-08,Pays de la Loire,107.843694,77.444751
2014-10,Normandie,95.361097,7.327912
2020-09,Pays de la Loire,113.736132,63.739053
2014-10,Bretagne,117.318789,11.855931
2020-11,Pays de la Loire,191.808976,33.881006
2014-11,Pays de la Loire,101.14378,14.604428
2020-05,Provence-Alpes-Côte d'Azur,7.974916,222.3919
2014-11,Occitanie,186.95,55.966111
2020-09,Provence-Alpes-Côte d'Azur,5.274607,180.935211
2014-11,Provence-Alpes-Côte d'Azur,7.434432,40.075136
2020-03,Corse,0.980344,17.970342
2014-12,Bourgogne-Franche-Comté,55.498482,3.444572
2020-03,Hauts-de-France,1335.686051,12.899972
2015-01,Bourgogne-Franche-Comté,75.609008,4.92709
2020-07,Hauts-de-France,658.015276,22.804171
2015-01,Auvergne-Rhône-Alpes,70.684359,24.867689
2020-12,Hauts-de-France,1231.875408,4.913556
2015-02,Centre-Val de Loire,197.658714,10.228383
2020-03,Centre-Val de Loire,362.414289,32.677158
2015-02,Grand Est,450.500379,20.852932
2020-08,Centre-Val de Loire,157.553304,49.240136
2015-02,Provence-Alpes-Côte d'Azur,11.784671,64.554006
2020-02,Normandie,322.870346,9.002849
2015-04,Bourgogne-Franche-Comté,50.245378,24.107487
2020-03,Normandie,233.039979,15.610648
2015-04,Occitanie,176.313236,167.2407
2020-10,Normandie,210.427043,11.749904
2015-05,Centre-Val de Loire,139.699235,27.846088
2020-12,Normandie,228.911205,5.244386
2015-05,Normandie,85.240894,14.176826
2020-04,Nouvelle-Aquitaine,143.598033,329.589617
2015-05,Provence-Alpes-Côte d'Azur,11.226829,139.749578
2020-05,Nouvelle-Aquitaine,203.429871,432.181486
2015-06,Normandie,73.081008,17.89975
2020-07,Nouvelle-Aquitaine,109.451145,479.838964
2015-06,Corse,0.76617,16.624258
2020-05,Auvergne-Rhône-Alpes,96.31607,162.111832
2015-07,Bourgogne-Franche-Comté,42.881086,29.515313
2020-09,Auvergne-Rhône-Alpes,66.905685,131.250348
2015-07,Normandie,75.141221,14.886046
2020-02,Occitanie,378.04365,163.468641
2015-07,Hauts-de-France,347.574062,15.874028
2020-01,Grand Est,928.195901,17.593408
2015-07,Grand Est,338.204085,68.308892
2020-08,Grand Est,416.391392,78.443639
2015-07,Corse,2.032825,17.664911
2020-10,Grand Est,1028.047768,33.079484
2015-08,Bourgogne-Franche-Comté,38.104154,26.133879
2020-12,Grand Est,898.014652,13.936315
2015-08,Pays de la Loire,56.777945,47.691379
2020-08,Bourgogne-Franche-Comté,88.370956,45.576782
2015-08,Nouvelle-Aquitaine,46.936429,206.138572
2020-09,Bourgogne-Franche-Comté,108.594656,39.334328
2015-08,Auvergne-Rhône-Alpes,55.400297,91.714988
2015-09,Bourgogne-Franche-Comté,64.06087,21.679767
2015-09,Bretagne,97.98011,20.156559
2015-09,Occitanie,164.29155,151.581797
2015-09,Corse,3.48456,12.934015
2015-10,Occitanie,171.826435,113.453565
2015-10,Corse,2.581582,9.472382
2015-11,Centre-Val de Loire,227.590166,10.010521
2015-11,Pays de la Loire,124.911706,15.424908
2015-11,Bretagne,195.387954,6.797521
2015-11,Occitanie,241.94072,88.733744
2015-12,Hauts-de-France,758.102605,3.327975
2015-12,Nouvelle-Aquitaine,111.317738,94.907432
2015-12,Auvergne-Rhône-Alpes,69.613506,33.691453
2015-12,Provence-Alpes-Côte d'Azur,3.51542,41.055969
2016-01,Auvergne-Rhône-Alpes,85.026207,26.417774
2016-01,Provence-Alpes-Côte d'Azur,5.997627,49.827121
2016-02,Île-de-France,9.330731,3.282121
2016-02,Auvergne-Rhône-Alpes,90.363148,33.27653
2016-02,Corse,4.321958,8.225023
2016-03,Hauts-de-France,554.542804,11.650505
2016-03,Occitanie,234.340407,142.678029
2016-04,Grand Est,381.331448,47.378094
2016-04,Nouvelle-Aquitaine,60.168195,215.732574
2016-05,Normandie,70.242807,14.955169
2016-05,Grand Est,319.621806,57.460646
2016-05,Occitanie,300.020903,202.42421
2016-06,Centre-Val de Loire,86.82536,24.512031
2016-06,Grand Est,214.113706,54.279437
2016-06,Corse,1.751922,16.658071
2016-07,Hauts-de-France,243.482743,18.467729
2016-07,Bretagne,64.922737,24.769599
2016-07,Provence-Alpes-Côte d'Azur,8.335497,166.609175
2016-08,Normandie,74.457411,16.155971
2016-08,Grand Est,216.457238,64.346546
2016-08,Pays de la Loire,70.290095,57.602992
2016-08,Nouvelle-Aquitaine,40.952515,290.207426
2016-08,Auvergne-Rhône-Alpes,50.825308,107.358856
2016-09,Île-de-France,2.362558,6.379781
2016-09,Pays de la Loire,48.821232,38.676119
2016-11,Bourgogne-Franche-Comté,93.462195,7.207216
2016-11,Pays de la Loire,145.963411,18.769572
2016-11,Bretagne,164.41986,7.894648
2016-11,Corse,3.017701,7.785841
2016-12,Normandie,96.584003,4.493979
2016-12,Grand Est,328.906311,15.946489
2016-12,Auvergne-Rhône-Alpes,60.816053,37.192354
2017-01,Bretagne,125.069041,7.915331
2017-02,Centre-Val de Loire,220.285505,11.175114
2017-02,Bourgogne-Franche-Comté,107.567798,10.372096
2017-02,Hauts-de-France,603.726875,4.224534
2017-02,Bretagne,177.948982,9.258744
2017-02,Auvergne-Rhône-Alpes,101.150699,44.213281
2017-02,Corse,1.72424,9.009908
2017-03,Grand Est,691.486104,42.617364
2017-04,Centre-Val de Loire,109.187691,33.081829
2017-04,Bourgogne-Franche-Comté,65.618963,28.41976
2017-04,Hauts-de-France,283.706823,15.602571
2017-04,Pays de la Loire,97.048591,57.835591
2017-05,Centre-Val de Loire,120.610437,33.118146
2017-06,Île-de-France,5.034175,11.108787
2017-06,Centre-Val de Loire,106.977041,36.915023
2017-07,Nouvelle-Aquitaine,75.696673,270.353101
2017-07,Auvergne-Rhône-Alpes,69.372419,108.379619
2017-07,Provence-Alpes-Côte d'Azur,9.022459,192.498805
2017-07,Corse,1.801193,22.122666
2017-08,Grand Est,255.783355,59.335532
2017-08,Nouvelle-Aquitaine,57.164356,288.95569
2017-08,Provence-Alpes-Côte d'Azur,6.939917,168.431703
2017-09,Centre-Val de Loire,127.883956,24.233228
2017-09,Provence-Alpes-Côte d'Azur,6.762347,141.854519
2017-11,Centre-Val de Loire,181.759624,10.801209
2017-11,Pays de la Loire,119.365476,21.717287
2017-11,Bretagne,137.301073,8.934264
2017-11,Occitanie,337.49637,107.712114
2017-11,Corse,2.585805,10.755274
2017-12,Île-de-France,15.182519,1.381375
2018-01,Occitanie,379.711507,66.880303
2018-01,Provence-Alpes-Côte d'Azur,10.978333,65.498301
2018-02,Île-de-France,11.961187,3.791777
2018-02,Pays de la Loire,170.174098,29.37544
2018-02,Bretagne,184.836827,13.800303
2018-04,Normandie,115.983122,13.68342
2018-05,Île-de-France,7.875509,11.888887
2018-05,Normandie,70.522667,20.047565
2018-05,Occitanie,268.915055,221.967
2018-05,Auvergne-Rhône-Alpes,66.984331,106.050485
2018-06,Centre-Val de Loire,102.549323,38.344135
2018-06,Normandie,58.568397,18.620475
2018-07,Normandie,49.390065,21.074683
2018-08,Hauts-de-France,382.414185,18.025663
2018-08,Grand Est,299.233697,109.530691
2018-09,Centre-Val de Loire,128.964303,34.243606
2018-09,Grand Est,348.415786,100.476899
2018-11,Bourgogne-Franche-Comté,121.600863,13.728743
2018-11,Grand Est,621.468156,49.18735
2018-11,Provence-Alpes-Côte d'Azur,8.31106,62.22482
2018-12,Centre-Val de Loire,267.056103,5.958783
2018-12,Grand Est,887.34058,19.447981
2019-01,Île-de-France,10.901197,2.820042
2019-01,Nouvelle-Aquitaine,191.367171,97.69933
2019-01,Occitanie,463.479683,98.03797
2019-02,Pays de la Loire,152.703547,36.801914
2019-03,Île-de-France,19.218889,8.189127
2019-03,Pays de la Loire,250.241442,52.564947
2019-03,Occitanie,398.050098,239.516559
2019-03,Auvergne-Rhône-Alpes,140.560975,111.792504
2019-04,Normandie,111.442814,17.616652
2019-05,Hauts-de-France,487.34022,20.042656
2019-05,Bretagne,105.793054,30.512859
2019-06,Grand Est,407.717187,116.653542
2019-06,Corse,0.239456,27.841627
2019-07,Centre-Val de Loire,136.958394,47.655875
2019-07,Bretagne,104.719297,34.554199
2019-08,Centre-Val de Loire,135.099152,42.506469
2019-08,Bourgogne-Franche-Comté,80.97743,45.371619
2019-08,Provence-Alpes-Côte d'Azur,5.639849,209.639497
2019-09,Centre-Val de Loire,217.788765,35.545413
2019-09,Bretagne,169.356513,24.409672
2019-09,Corse,-0.008141,21.090616
2019-10,Bretagne,186.603919,14.826496
2019-10,Nouvelle-Aquitaine,165.590679,205.565272
2019-11,Bretagne,209.848579,9.952518
2019-12,Centre-Val de Loire,341.619852,12.180603
2019-12,Pays de la Loire,275.690146,21.437291
2019-12,Occitanie,399.826536,97.520115
2020-01,Île-de-France,26.638283,2.678354
2020-02,Île-de-France,37.631177,5.695969
2020-08,Île-de-France,14.088058,17.442151
2020-05,Bretagne,151.419079,36.593762
2020-06,Bretagne,106.024048,30.476641
2020-07,Bretagne,107.438367,34.811527
2020-01,Pays de la Loire,273.636871,17.696394
2020-01,Provence-Alpes-Côte d'Azur,7.145609,72.668837
2020-02,Provence-Alpes-Côte d'Azur,7.970128,122.382053
2020-04,Provence-Alpes-Côte d'Azur,2.641005,194.542022
2020-06,Provence-Alpes-Côte d'Azur,8.029765,234.681938
2020-04,Corse,0.713892,21.585966
2020-10,Corse,1.137349,17.707582
2020-08,Hauts-de-France,604.634993,21.416061
2020-09,Hauts-de-France,658.129304,17.441457
2020-11,Hauts-de-France,961.365715,7.47408
2020-07,Centre-Val de Loire,155.347065,58.040852
2020-05,Normandie,121.726869,28.386526
2020-06,Normandie,99.6795,24.363271
2020-11,Normandie,175.911934,8.521033
2020-01,Nouvelle-Aquitaine,283.033687,122.662157
2020-06,Auvergne-Rhône-Alpes,65.069183,151.917097
2020-07,Auvergne-Rhône-Alpes,61.334695,181.273282
2020-12,Auvergne-Rhône-Alpes,138.684713,33.681564
2020-05,Occitanie,269.357612,320.88869
2020-09,Occitanie,237.641533,258.283174
2020-11,Occitanie,313.267934,135.441499
2020-02,Grand Est,1407.717674,31.220509
2020-03,Grand Est,1084.738857,53.367674
2020-04,Grand Est,534.746819,78.289353
2020-01,Bourgogne-Franche-Comté,208.811756,11.871993
2020-03,Bourgogne-Franche-Comté,215.933239,31.920016
2020-06,Bourgogne-Franche-Comté,94.763195,42.920515
2014-01,Corse,2.519086,5.869766
2014-02,Hauts-de-France,561.909298,5.158841
2014-02,Auvergne-Rhône-Alpes,80.169361,26.68628
2014-02,Corse,4.080485,6.580339
2014-03,Centre-Val de Loire,113.989175,20.297098
2014-03,Bretagne,110.021567,15.246491
2014-04,Hauts-de-France,186.280908,13.383485
2014-04,Grand Est,206.313986,49.946217
2014-04,Corse,2.976786,10.079912
2014-05,Île-de-France,3.492567,8.298912
2014-05,Nouvelle-Aquitaine,71.653391,122.737929
2014-06,Normandie,41.089641,15.497569
2014-06,Bretagne,77.091431,24.630205
2014-07,Pays de la Loire,55.232972,45.780776
2014-07,Corse,2.606726,14.158977
2014-08,Grand Est,226.233291,51.127758
2014-08,Nouvelle-Aquitaine,37.265154,135.770084
2014-09,Île-de-France,1.55476,7.393195
2014-09,Normandie,30.965996,12.372348
2014-09,Pays de la Loire,48.059743,41.975996
2014-09,Occitanie,104.572235,133.875962
2014-10,Grand Est,275.411293,28.974976
2014-10,Occitanie,133.178496,112.143635
2014-11,Île-de-France,2.681988,2.239943
2014-12,Île-de-France,4.273963,1.151966
2014-12,Grand Est,521.961637,5.382434
2014-12,Nouvelle-Aquitaine,76.337001,44.258431
2014-12,Auvergne-Rhône-Alpes,74.905799,17.863884
2015-01,Normandie,150.995684,3.428746
2015-01,Grand Est,579.678081,9.276562
2015-01,Occitanie,230.346547,62.51134
2015-03,Île-de-France,3.825026,5.434693
2015-03,Bourgogne-Franche-Comté,53.957312,17.638181
2015-03,Pays de la Loire,121.650118,31.663501
2015-03,Bretagne,163.903648,14.07284
2015-03,Nouvelle-Aquitaine,91.539438,114.297091
2015-03,Occitanie,252.697843,114.211356
2015-03,Auvergne-Rhône-Alpes,74.825897,57.550228
2015-03,Provence-Alpes-Côte d'Azur,10.023882,90.99548
2015-04,Normandie,72.162339,14.202023
2015-04,Pays de la Loire,88.236806,44.833203
2015-04,Corse,0.92637,14.84486
2015-05,Île-de-France,2.823627,8.762019
2015-06,Hauts-de-France,315.705091,19.025785
2015-07,Île-de-France,2.63819,9.773583
2015-07,Occitanie,189.319883,196.942087
2015-07,Auvergne-Rhône-Alpes,57.054997,106.416803
2015-08,Hauts-de-France,231.798183,14.947574
2015-09,Hauts-de-France,346.406815,11.539838
2015-09,Pays de la Loire,95.919893,44.091602
2015-09,Auvergne-Rhône-Alpes,70.877824,73.415467
2015-10,Normandie,72.378436,7.83408
2015-11,Île-de-France,8.272335,2.455433
2015-11,Normandie,168.567731,4.502049
2015-12,Île-de-France,7.185513,1.98276
2015-12,Occitanie,144.96606,67.597953
2016-01,Bretagne,227.768989,5.362512
2016-02,Hauts-de-France,685.662463,7.422182
2016-02,Grand Est,804.613005,19.529274
2016-02,Occitanie,257.555855,92.138925
2016-02,Provence-Alpes-Côte d'Azur,11.122065,70.719905
2016-03,Auvergne-Rhône-Alpes,90.134573,63.49225
2016-04,Corse,4.69402,15.01286
2016-05,Île-de-France,4.199548,7.656642
2016-05,Hauts-de-France,311.950317,17.277712
2016-05,Bretagne,85.642142,23.414091
2016-06,Bourgogne-Franche-Comté,36.942897,23.209536
2016-06,Pays de la Loire,62.210711,43.728862
2016-06,Bretagne,63.338079,18.674556
2016-06,Nouvelle-Aquitaine,46.197898,237.475297
2016-06,Occitanie,194.348959,208.72229
2016-07,Île-de-France,2.742614,9.637277
2016-07,Bourgogne-Franche-Comté,28.51298,29.775588
2016-07,Nouvelle-Aquitaine,41.607312,287.939026
2016-07,Auvergne-Rhône-Alpes,53.835695,107.062082
2016-08,Bourgogne-Franche-Comté,32.583241,29.456229
2016-08,Provence-Alpes-Côte d'Azur,7.545026,161.173116
2016-09,Bretagne,75.558904,17.659847
2016-09,Auvergne-Rhône-Alpes,50.563349,81.15212
2016-10,Centre-Val de Loire,130.383282,22.475811
2016-10,Bourgogne-Franche-Comté,65.873888,21.088763
2016-10,Normandie,70.712244,12.265476
2016-11,Île-de-France,6.722289,2.348763
2016-11,Normandie,138.760593,4.884672
2016-11,Provence-Alpes-Côte d'Azur,9.184942,64.314701
2016-12,Centre-Val de Loire,94.436058,9.394587
2016-12,Bourgogne-Franche-Comté,64.421581,7.826356
2016-12,Provence-Alpes-Côte d'Azur,7.071023,64.58824
2016-12,Corse,1.501485,7.604228
2017-01,Centre-Val de Loire,166.136859,9.591436
2017-01,Bourgogne-Franche-Comté,92.084224,7.218922
2017-01,Normandie,95.981629,4.601843
2017-01,Nouvelle-Aquitaine,126.370075,104.031168
2017-03,Centre-Val de Loire,204.517252,18.994319
2017-03,Pays de la Loire,136.93957,33.547753
2017-03,Occitanie,260.680169,167.440813
2017-03,Auvergne-Rhône-Alpes,89.614039,70.532253
2017-04,Île-de-France,4.76272,8.884877
2017-04,Bretagne,90.348387,25.152029
2017-04,Corse,2.218405,17.37878
2017-05,Île-de-France,5.166935,10.194492
2017-05,Normandie,75.330853,16.510147
2017-05,Hauts-de-France,326.727838,17.113247
2017-05,Occitanie,207.341664,243.721481
2017-05,Provence-Alpes-Côte d'Azur,6.394893,165.758426
2017-06,Hauts-de-France,395.584793,19.466197
2017-06,Corse,1.45878,19.052485
2017-07,Centre-Val de Loire,142.529952,31.05448
2017-07,Hauts-de-France,408.146707,16.846252
2017-08,Normandie,62.658415,15.102187
2017-09,Île-de-France,7.996202,6.867814
2017-09,Hauts-de-France,395.779358,11.764972
2017-09,Bretagne,121.03624,17.242649
2017-10,Nouvelle-Aquitaine,77.285463,192.93392
2017-11,Normandie,130.534689,4.998467
2017-11,Provence-Alpes-Côte d'Azur,13.371282,88.361657
2017-12,Grand Est,825.635028,8.273737
2017-12,Nouvelle-Aquitaine,169.422507,75.945982
2018-01,Bourgogne-Franche-Comté,199.66128,4.408338
2018-01,Normandie,227.159465,2.126517
2018-01,Hauts-de-France,992.836891,1.763041
2018-01,Grand Est,994.931507,24.365555
2018-01,Bretagne,270.144411,4.08666
2018-01,Nouvelle-Aquitaine,226.433183,70.713293
2018-02,Normandie,160.017038,8.165754
2018-03,Île-de-France,13.467823,5.131912
2018-03,Bourgogne-Franche-Comté,143.409106,17.892109
2018-03,Normandie,169.278282,8.405611
2018-03,Pays de la Loire,203.204022,37.860221
2018-03,Nouvelle-Aquitaine,221.950849,225.146653
2018-04,Centre-Val de Loire,142.003734,28.858087
2018-04,Bourgogne-Franche-Comté,114.009795,27.834181
2018-04,Hauts-de-France,534.0758,14.019742
2018-04,Bretagne,136.24359,22.613164
2018-04,Provence-Alpes-Côte d'Azur,8.545115,158.213588
2018-06,Bretagne,83.476937,27.508905
2018-07,Auvergne-Rhône-Alpes,48.669956,147.191543
2018-07,Corse,0.963606,25.258097
2018-08,Île-de-France,6.56242,10.661226
2018-08,Bourgogne-Franche-Comté,65.070491,38.578134
2018-08,Auvergne-Rhône-Alpes,64.459056,133.28275
2018-08,Corse,0.76286,21.592938
2018-09,Île-de-France,7.541509,9.221755
2018-09,Bourgogne-Franche-Comté,72.260859,34.087732
2018-09,Occitanie,165.90869,246.193667
2018-09,Provence-Alpes-Côte d'Azur,5.008002,176.121418
2018-10,Pays de la Loire,139.733417,43.414346
2018-10,Bretagne,150.787255,18.32
2018-10,Nouvelle-Aquitaine,155.974375,224.097604
2018-10,Occitanie,358.943915,155.643606
2018-11,Pays de la Loire,173.792932,26.503452
2018-12,Normandie,217.467543,2.08686
2018-12,Occitanie,326.482692,73.14895
2018-12,Auvergne-Rhône-Alpes,120.160498,25.731016
2018-12,Provence-Alpes-Côte d'Azur,7.860378,72.024311
2019-02,Occitanie,262.84415,166.331577
2019-03,Centre-Val de Loire,329.511708,29.974959
2019-03,Hauts-de-France,1209.590817,13.003055
2019-03,Bretagne,254.114146,20.975802
2019-04,Nouvelle-Aquitaine,130.618996,314.016303
2019-04,Occitanie,339.885053,228.407063
2019-04,Corse,0.85198,20.530834
2019-05,Île-de-France,10.372814,11.750655
2019-05,Auvergne-Rhône-Alpes,119.906192,139.328997
2019-06,Centre-Val de Loire,140.509677,42.981409
2019-06,Bretagne,95.406297,30.463891
2019-06,Provence-Alpes-Côte d'Azur,5.059092,225.769912
2019-07,Île-de-France,9.292506,13.753507
2019-07,Hauts-de-France,433.109191,22.181163
2019-07,Corse,0.67234,26.591246
2019-08,Île-de-France,12.185151,12.183437
2019-08,Pays de la Loire,104.764596,72.538802
2019-08,Corse,0.228318,23.104833
2019-09,Normandie,143.25233,17.842917
2019-09,Pays de la Loire,174.769595,61.276594
2019-09,Auvergne-Rhône-Alpes,75.653161,128.646827
2019-09,Provence-Alpes-Côte d'Azur,6.83636,177.450218
2019-10,Normandie,189.006396,10.937538
2019-10,Grand Est,809.263325,80.814767
2019-10,Auvergne-Rhône-Alpes,117.304101,80.145562
2019-10,Provence-Alpes-Côte d'Azur,8.216448,125.503918
2019-11,Normandie,171.434254,7.142248
2019-11,Pays de la Loire,206.069551,22.897821
2019-11,Auvergne-Rhône-Alpes,106.842541,46.342011
2019-11,Corse,1.124548,8.735486
2019-12,Île-de-France,29.593662,4.417308
2019-12,Grand Est,1096.094233,29.875742
2020-06,Île-de-France,12.849027,14.699341
2020-10,Île-de-France,30.646021,8.002121
2020-02,Pays de la Loire,343.680598,32.68713
2020-04,Pays de la Loire,140.866315,70.8651
2020-12,Pays de la Loire,285.786711,19.455587
2020-11,Provence-Alpes-Côte d'Azur,12.204157,104.27224
2020-06,Corse,1.512907,25.700738
2020-07,Corse,0.420366,27.856517
2020-11,Corse,0.485219,13.0057
2020-12,Corse,1.195167,9.674814
2020-01,Hauts-de-France,1175.4809,3.000562
2020-02,Hauts-de-France,1836.079858,7.722457
2020-05,Hauts-de-France,726.056642,23.867788
2020-06,Hauts-de-France,567.901227,20.972684
2020-10,Hauts-de-France,1290.42211,9.708838
2020-01,Centre-Val de Loire,332.256062,12.186985
2020-01,Normandie,215.115244,4.766503
2020-07,Normandie,111.757302,27.684079
2020-09,Normandie,106.156096,19.939157
2020-10,Nouvelle-Aquitaine,247.106633,207.83185
2020-03,Auvergne-Rhône-Alpes,96.037937,110.410308
2020-04,Auvergne-Rhône-Alpes,67.64169,139.158867
2020-06,Occitanie,246.977511,313.45136
2020-07,Occitanie,250.536028,358.650537
2020-12,Occitanie,370.983197,76.796211
2020-11,Grand Est,644.444783,29.915236
2020-07,Bourgogne-Franche-Comté,86.766438,52.006077
