region_nord,region_centre,region_sud,Month Value,Year Value,Vitesse du vent Axa0 100m (m/s),Production éolienne (GWh),Rayonnement solaire global (W/m2),Production solaire (GWh)
0,1,0,7,2018,266.3885887096774,61.95523299999999,5.038629032258067,74.233982
0,1,0,7,2018,270.90717741935504,79.142494,5.1324193548387145,30.980392
0,0,1,7,2018,304.3565322580645,4.9741550000000005,4.593790322580646,216.91721600000002
1,0,0,8,2018,225.70548611111104,68.92931999999999,5.335798611111111,18.229187
0,1,0,8,2018,227.05923611111112,62.580558999999994,5.535520833333334,25.29222
0,0,1,8,2018,253.1848263888889,207.660732,4.9581944444444455,277.299754
0,0,1,8,2018,259.1909375,5.610687,4.285034722222221,195.089058
0,0,1,9,2018,201.7247083333331,101.178023,4.235708333333332,340.135799
1,0,0,10,2018,101.2745381526104,123.33693999999998,6.685421686746991,13.090736999999999
0,0,1,10,2018,120.87931726907624,112.488257,3.978112449799196,85.12025600000001
0,0,1,10,2018,125.39349397590357,11.013273,6.288112449799199,112.28464199999999
0,0,0,11,2018,,10.751201,,4.770701
1,0,0,11,2018,58.03595833333337,165.797121,7.740291666666668,7.853788000000001
0,0,0,12,2018,,15.24884,,0.897192
1,0,0,12,2018,28.97463709677421,983.350827,8.36931451612903,1.676
0,1,0,12,2018,34.073185483870986,213.14769500000003,9.544435483870972,2.5094849999999997
0,0,1,12,2018,46.89923387096772,220.31712400000004,6.647983870967745,66.532342
0,1,0,1,2019,46.77302419354842,132.838304,7.40133064516129,7.554247
0,0,1,1,2019,58.58826612903228,114.41512900000001,4.6909274193548365,38.791854
0,1,0,2,2019,101.04138392857143,129.58620200000001,5.268749999999996,23.078548
1,0,0,2,2019,,573.878915,,64.940166
1,0,0,3,2019,129.6470967741935,236.26447799999997,9.334274193548387,13.670316
0,1,0,4,2019,190.85145833333343,169.911885,5.659416666666671,35.238296000000005
0,0,1,4,2019,196.7705,103.55974499999999,3.9995,114.282908
0,0,1,4,2019,215.609,9.932295,6.205166666666662,171.862762
0,1,0,5,2019,219.73088709677427,122.12908600000002,5.263991935483869,42.385101
0,1,0,5,2019,238.21245967741925,129.910585,6.362056451612904,73.29085
0,0,0,6,2019,,8.990408,,12.676048
1,0,0,6,2019,253.78712499999986,512.470702,5.9477916666666655,21.530085
0,0,1,6,2019,268.6529166666666,108.157182,4.968208333333335,399.471101
0,0,1,6,2019,291.5380833333333,219.83161299999998,4.931625,303.915959
1,0,0,7,2019,280.5629435483871,82.691999,5.458508064516125,24.874222
1,0,0,8,2019,210.27620967741936,453.061113,5.878709677419356,20.273028
0,1,0,8,2019,215.16568548387102,109.737528,6.328387096774197,29.813261999999998
0,0,1,8,2019,233.099637096774,87.713706,4.35774193548387,404.855953
0,0,1,8,2019,241.97205645161296,58.27844399999999,3.2745161290322558,151.787644
0,0,0,9,2019,,19.652009,,11.499915
0,1,0,9,2019,174.00987500000008,135.094556,4.897166666666664,38.834371999999995
0,0,1,9,2019,194.90670833333328,249.202041,5.545791666666667,254.11801699999998
0,1,0,10,2019,89.37379032258067,266.877235,6.757943548387092,19.456974
0,1,0,10,2019,91.87826612903227,184.648083,5.498104838709677,21.212077999999998
0,0,1,10,2019,120.92294354838707,324.646759,5.6743951612903265,167.069889
0,1,0,12,2019,40.98443548387098,261.315629,6.62225806451613,12.768578
1,0,0,12,2019,32.42290322580647,1309.812091,8.704153225806452,5.8630949999999995
0,0,1,12,2019,51.55657258064517,137.441565,4.51407258064516,46.830811
0,0,1,12,2019,73.0785080645161,1.080009,6.6349193548387095,9.717492
0,0,0,3,2020,,29.586655,,9.048646000000002
0,0,0,11,2020,,19.670377,,6.34295
0,1,0,2,2020,72.90224137931034,339.83173,11.157456896551723,13.15371
0,1,0,8,2020,213.54532258064518,118.037945,5.983467741935479,30.832390999999998
0,1,0,11,2020,57.83591666666666,192.163386,8.238333333333333,12.627647
0,1,0,6,2020,248.10104166666665,131.80813700000002,5.966666666666662,74.76317399999999
0,1,0,10,2020,92.83701612903215,239.73630699999998,7.948911290322579,37.988703
0,0,1,3,2020,169.80754032258062,9.189496,6.310967741935484,165.4529
0,0,1,1,2020,85.0181048387097,0.734355,4.216451612903226,11.677539999999999
0,0,1,2,2020,138.76806034482755,1.573439,5.59987068965517,16.521819
0,0,1,5,2020,279.14076612903204,0.9941180000000001,4.8398387096774185,23.142611
0,0,1,8,2020,271.8284677419355,0.8308180000000001,3.963870967741936,32.275496000000004
1,0,0,4,2020,210.02495833333322,611.080342,5.622333333333333,19.5731
0,1,0,4,2020,214.95824999999996,176.649788,4.9289166666666695,45.627306
0,1,0,5,2020,255.66221774193556,213.92377799999997,5.728830645161294,54.538295999999995
0,1,0,6,2020,245.34358333333336,157.16288899999998,5.2126666666666654,46.273439
0,1,0,9,2020,167.37354166666668,172.70308400000002,4.9390833333333335,42.377413
1,0,0,4,2020,209.82762499999995,101.358067,5.8935833333333365,22.222567
1,0,0,8,2020,211.9679032258065,111.31843500000001,5.710725806451608,23.767661
0,0,1,8,2020,232.9075,108.739616,4.166129032258064,415.07996099999997
0,0,1,9,2020,182.58308333333324,117.83294699999999,4.832833333333335,347.675045
0,0,1,11,2020,78.84041666666664,200.932064,5.100791666666669,196.353437
0,0,1,12,2020,43.86689516129034,319.34255299999995,7.2677419354838735,92.191323
0,0,1,2,2020,99.76655172413795,145.727063,4.5004741379310325,73.763228
0,0,1,8,2020,242.9248387096774,64.822965,3.3115725806451595,158.91593999999998
0,0,1,10,2020,94.4112096774193,120.56028500000001,4.071814516129033,74.47788299999999
0,0,1,11,2020,80.08004166666669,96.130517,3.1728333333333323,68.091234
0,0,1,1,2020,70.88572580645163,345.347404,5.420201612903229,98.285521
0,0,1,10,2020,105.96379032258058,373.62731,6.741532258064518,164.31378600000002
1,0,0,9,2020,,437.299662,,63.346562
0,1,0,2,2020,80.18181034482757,294.481382,7.3211637931034454,19.83403
0,1,0,4,2020,228.08270833333327,116.52446100000002,4.393333333333337,43.328888
0,0,0,1,2014,,5.468483999999999,,1.564473
1,0,0,1,2014,,535.484144,,13.093452000000001
0,1,0,2,2014,,51.005514,,8.132176
1,0,0,2,2014,,166.27303999999998,,5.522769
0,1,0,3,2014,,25.048632,,19.011925
1,0,0,3,2014,,74.89827199999999,,10.17223
0,1,0,3,2014,,81.315766,,33.101791999999996
0,0,1,3,2014,,70.370852,,59.531769999999995
0,0,1,3,2014,,3.274851,,9.752517999999998
0,0,0,4,2014,,2.027755,,6.922223
1,0,0,4,2014,,53.503624,,11.269917999999999
0,0,1,5,2014,,11.740191000000001,,118.83515600000001
0,1,0,6,2014,,102.42917,,25.705807
1,0,0,6,2014,,147.49308100000002,,16.617079999999998
0,1,0,6,2014,,61.938495999999994,,49.312034000000004
0,0,1,6,2014,,52.393659,,144.889385
0,0,1,6,2014,,5.51231,,116.81586200000001
0,0,1,6,2014,,2.0248150000000003,,13.779009
0,0,0,7,2014,,1.9903259999999998,,7.898689
0,1,0,7,2014,,84.160698,,23.106066000000002
1,0,0,7,2014,,47.240834,,14.750032999999998
1,0,0,7,2014,,203.28713100000002,,54.499821999999995
0,1,0,7,2014,,65.71479000000001,,23.260039000000003
0,0,1,7,2014,,203.365498,,149.353281
0,0,0,8,2014,,2.100076,,7.529536
1,0,0,8,2014,,65.177013,,12.933515
0,0,1,8,2014,,38.554246,,76.32003
0,0,1,8,2014,,5.739234,,128.429015
0,1,0,9,2014,,19.91691,,21.96499
0,1,0,9,2014,,48.237640999999996,,19.760008
0,0,1,9,2014,,7.8258399999999995,,98.008896
0,0,1,10,2014,,52.679725,,51.087375
0,0,1,10,2014,,1.48515,,10.95785
0,1,0,11,2014,,136.126685,,7.559518
0,1,0,11,2014,,36.374662,,7.6915309999999995
1,0,0,11,2014,,96.675519,,4.010301
1,0,0,11,2014,,306.466174,,4.220122
0,1,0,11,2014,,125.144273,,6.308616000000001
0,1,0,12,2014,,105.14846200000001,,9.712829
0,1,0,12,2014,,150.97757099999998,,4.439931
0,0,1,12,2014,,1.819074,,6.7281770000000005
0,1,0,1,2015,,224.189591,,6.034027
1,0,0,1,2015,,534.6617980000001,,3.0339869999999998
0,0,1,1,2015,,3.452315,,8.077107
0,0,1,2,2015,,2.581572,,7.693712
0,1,0,3,2015,,180.39988300000002,,16.568649
1,0,0,3,2015,,468.725493,,44.770637
0,0,1,3,2015,,2.3762380000000003,,10.651492999999999
1,0,0,4,2015,,317.327022,,15.73996
0,0,1,4,2015,,8.686235,,120.825249
0,0,1,5,2015,,86.264374,,91.690844
0,1,0,6,2015,,71.98254399999999,,58.620566000000004
0,0,1,6,2015,,46.122582,,235.51568199999997
0,0,1,6,2015,,44.315513,,101.200025
0,1,0,7,2015,,73.65866,,53.609768
0,0,1,7,2015,,53.833116000000004,,227.592937
0,0,0,8,2015,,3.3273610000000002,,8.731258
0,1,0,8,2015,,83.22763499999999,,20.073622
0,0,1,8,2015,,1.07694,,18.511256
0,1,0,9,2015,,164.901066,,23.623034
1,0,0,9,2015,,80.640807,,12.601046
1,0,0,9,2015,,491.87082599999997,,45.886751000000004
0,0,1,9,2015,,10.08479,,113.721635
0,1,0,10,2015,,88.187189,,29.510228
0,0,1,10,2015,,74.953825,,141.372921
1,0,0,11,2015,,661.129726,,3.755731
1,0,0,11,2015,,651.451588,,16.349189000000003
0,0,1,11,2015,,1.9643099999999998,,7.798814
0,1,0,12,2015,,195.411056,,8.747504
1,0,0,12,2015,,202.727608,,3.3977459999999997
0,1,0,12,2015,,150.038094,,13.375228
0,1,0,1,2016,44.291700404858304,104.167958,5.730607287449392,6.30464
0,1,0,1,2016,45.072064777327874,173.68766399999998,9.007368421052632,13.069424
0,0,1,1,2016,76.96182186234822,4.149853,5.793238866396762,8.179735
1,0,0,2,2016,73.145948275862,159.978815,9.29827586206897,6.034908000000001
0,1,0,3,2016,125.79432330827065,228.334703,7.030714285714287,19.840553
0,1,0,3,2016,136.52954887218036,190.003759,8.543834586466165,16.420825
0,0,1,3,2016,181.27161654135352,1.8721029999999999,5.9878571428571465,12.299278
0,0,1,4,2016,237.38662500000027,12.518407,6.171999999999995,126.435897
0,1,0,5,2016,223.46616935483863,83.202676,6.191370967741943,49.077164
0,0,1,5,2016,225.81737903225812,67.840813,5.257943548387095,251.000407
0,0,1,5,2016,227.34770161290314,96.876824,3.6102016129032255,90.50352099999999
0,0,1,5,2016,278.2189516129033,13.211478,6.716250000000002,150.285053
1,0,0,6,2016,202.69808333333347,253.33196600000002,5.070458333333333,14.453517000000002
1,0,0,7,2016,248.26854838709653,54.255251,5.175645161290318,16.803848000000002
0,0,1,7,2016,280.62342741935475,186.308481,6.397298387096777,230.99930299999997
0,1,0,8,2016,222.14008064516133,88.880912,5.981693548387095,24.993717
0,0,1,8,2016,269.15157258064494,2.3228400000000002,3.733790322580646,16.909553
1,0,0,9,2016,,196.245876,,51.261252
0,0,1,9,2016,179.62070833333328,34.162496000000004,4.009624999999998,225.942912
0,0,1,9,2016,192.08475000000004,174.32573200000002,6.283041666666665,186.153578
0,0,1,9,2016,196.79129166666664,5.459418,3.642666666666666,129.62164099999998
1,0,0,10,2016,95.24330645161292,288.280353,5.144556451612901,14.240269
1,0,0,10,2016,,357.426723,,39.35114
0,0,1,10,2016,127.47681451612898,9.4367,4.783669354838707,102.87256500000001
0,0,1,10,2016,133.99959677419358,2.641838,4.358870967741937,11.126503999999999
1,0,0,11,2016,,573.044657,,16.528932
0,1,0,12,2016,45.95955645161289,96.68041,5.87850806451613,15.573879999999999
0,0,1,12,2016,59.38383064516128,77.654679,3.7722983870967735,103.853085
1,0,0,1,2017,,490.47582400000005,,16.143971
0,1,0,1,2017,55.49108870967739,112.13242,7.09068548387097,18.35983
0,0,1,1,2017,73.94411290322581,305.37799,8.191814516129032,87.501482
0,0,1,1,2017,77.08318548387098,15.453356,6.7948387096774185,64.19772900000001
0,0,1,2,2017,93.81973214285708,136.27805700000002,5.476651785714288,118.99531999999999
0,1,0,3,2017,133.06334677419352,118.38206799999999,5.275483870967738,17.892703
1,0,0,3,2017,118.7266129032258,150.970989,7.332379032258063,9.06728
0,0,1,3,2017,192.82483870967738,3.0184029999999997,5.052137096774198,15.16575
1,0,0,4,2017,215.08700000000002,54.71124399999999,5.44079166666667,15.871035000000001
0,0,1,4,2017,250.2016666666668,13.613320000000002,4.82533333333333,151.79761200000002
1,0,0,5,2017,,301.371512,,67.330326
0,1,0,5,2017,236.98395161290318,108.877422,6.4391532258064474,26.234011
0,0,1,5,2017,249.3281048387097,74.622862,3.1824193548387094,105.86375
0,1,0,6,2017,273.6719166666666,70.683326,4.416750000000004,32.734
1,0,0,6,2017,,342.853772,,73.05958299999999
0,1,0,6,2017,258.12925,86.152876,6.412916666666665,28.705462
0,0,1,6,2017,267.704375,78.542817,4.615166666666666,295.348917
0,1,0,7,2017,227.66536290322586,72.603387,4.2488306451612905,28.824049
1,0,0,7,2017,,370.59018599999996,,63.89815
0,1,0,7,2017,229.1781048387097,107.74606499999999,6.756451612903229,25.386759
0,1,0,8,2017,203.38302419354838,99.879346,4.595040322580641,31.230163
0,1,0,8,2017,210.72552419354832,51.723121,3.91467741935484,27.986855
0,0,1,8,2017,276.4734677419355,1.006694,3.444596774193548,22.412846
1,0,0,9,2017,133.62462500000004,94.433916,6.39941666666667,11.280773
0,1,0,9,2017,144.083,93.340979,6.193500000000001,43.212498
0,0,1,9,2017,160.1547083333334,54.958068000000004,2.864833333333336,78.66209
0,0,1,10,2017,131.18951612903226,273.322781,6.510322580645157,162.580543
0,0,1,10,2017,150.38403225806445,9.388579,4.545483870967742,132.24856499999999
0,0,0,11,2017,,10.75893,,2.648041
0,1,0,12,2017,34.646774193548396,269.62556,7.571693548387097,5.785615
1,0,0,12,2017,30.052661290322572,197.053665,8.847338709677413,2.846294
0,1,0,12,2017,37.317338709677415,188.706995,8.343467741935482,12.958347
0,0,1,12,2017,55.67298387096777,354.989425,7.540846774193544,69.872736
0,0,1,12,2017,44.78237903225807,128.951731,3.7948790322580646,21.13029
0,1,0,1,2018,33.535182186234834,306.95739199999997,7.821781376518216,5.366674
0,0,1,1,2018,51.866396761133615,139.778641,4.110931174089068,21.961504
0,1,0,2,2018,89.77142857142859,113.82983200000001,5.5772767857142815,11.542767999999999
0,0,1,2,2018,105.43218749999998,12.334559,6.30433035714285,89.058954
1,0,0,3,2018,97.46717741935484,762.71588,7.276209677419355,7.907273
0,0,1,3,2018,144.86032258064517,346.05917400000004,6.911653225806455,172.399426
0,0,1,3,2018,157.5297177419354,12.406021,7.6281048387096755,127.49425500000001
0,0,1,4,2018,207.7478333333334,264.379844,5.943708333333332,214.42696800000002
0,1,0,5,2018,228.35366935483867,68.518668,4.011330645161288,32.772651
0,1,0,5,2018,249.2279838709676,86.768714,5.477620967741936,71.688427
0,0,1,5,2018,229.48891129032245,86.42137199999999,4.5234677419354865,331.96745899999996
0,0,0,6,2018,,5.720216000000001,,10.891246
1,0,0,6,2018,,256.349042,,111.334777
1,0,0,7,2018,270.71008064516127,265.964635,4.73213709677419,20.264905
0,0,1,8,2018,253.21416666666667,85.18180799999999,4.258715277777773,394.598047
1,0,0,9,2018,162.17837499999996,417.478424,5.775499999999999,15.251826999999999
0,0,1,9,2018,198.5127083333333,57.274809,3.3664583333333336,120.79126399999998
0,0,1,9,2018,205.57587500000002,0.628598,3.6424583333333342,19.178957999999998
0,0,0,10,2018,,10.290827,,8.134093
0,1,0,10,2018,111.26859437751006,181.11850900000002,5.9079919678714905,25.211399
0,1,0,10,2018,110.80208835341358,115.00267,4.787590361445779,24.359894
1,0,0,10,2018,98.4905220883534,600.3019559999999,6.334658634538151,12.63315
1,0,0,10,2018,,537.28023,,87.178062
0,1,0,11,2018,60.60291666666669,189.705599,6.27220833333333,12.993101
1,0,0,11,2018,53.12216666666671,761.2524980000001,7.127874999999994,7.408405
0,0,1,11,2018,73.38916666666668,294.369128,5.798208333333335,98.766758
0,0,1,11,2018,67.3267916666667,98.077311,3.39175,46.883852000000005
0,1,0,12,2018,36.85540322580647,217.95797400000004,8.268588709677424,7.712289999999999
0,1,0,1,2019,44.908991935483854,226.976113,6.126653225806455,9.199508999999999
0,1,0,1,2019,44.17685483870966,123.414207,5.397782258064513,9.242077
0,1,0,1,2019,52.34290322580645,146.77215800000002,6.462298387096777,18.857592
0,1,0,2,2019,96.03660714285715,184.965858,6.328392857142856,21.761039
1,0,0,2,2019,91.61968750000004,151.720296,7.782767857142856,10.435082000000001
1,0,0,2,2019,86.52428571428568,735.3703820000001,7.202946428571429,9.822364
0,0,1,2,2019,116.31415178571426,89.56149599999999,3.741160714285715,78.453142
0,0,1,2,2019,135.08714285714277,0.8211700000000001,4.59044642857143,15.637564999999999
1,0,0,3,2019,,1090.308411,,85.832104
0,0,1,3,2019,158.22874999999996,251.08008900000002,6.949838709677421,310.757136
0,0,1,3,2019,197.20225806451612,10.35909,6.747741935483867,189.77581999999998
0,0,0,4,2019,,9.741244,,9.426352
0,1,0,4,2019,186.18670833333348,115.465607,4.780541666666668,34.648639
0,1,0,4,2019,188.584625,138.517479,6.21766666666667,59.313778000000006
0,1,0,5,2019,224.8021774193549,162.18946200000002,5.9506854838709655,39.887994
0,1,0,6,2019,276.6747916666667,99.129801,4.3775,44.702534
1,0,0,6,2019,252.82575,95.988318,6.074333333333334,22.158061
0,1,0,6,2019,261.46195833333326,106.651449,5.71020833333333,77.77905600000001
0,1,0,7,2019,278.3279435483871,93.44678,4.2279838709677415,49.980787
1,0,0,7,2019,,355.14853999999997,,121.10385500000001
0,0,1,7,2019,306.3862500000002,4.967942,4.582217741935488,227.311657
1,0,0,9,2019,148.05416666666662,706.328929,6.597999999999999,16.349941
1,0,0,9,2019,,581.5542849999999,,101.77296
0,0,1,9,2019,184.69733333333323,138.204349,5.299291666666668,334.93447599999996
0,0,0,10,2019,,23.063108,,7.373791000000001
1,0,0,10,2019,80.54499999999997,920.2005730000001,7.493991935483869,10.479830999999999
0,0,1,11,2019,56.02787499999998,199.81952900000002,7.188458333333334,106.150944
0,0,1,11,2019,75.2257916666667,7.15866,6.638999999999999,73.535779
0,0,1,12,2019,51.87060483870968,261.399766,7.541169354838706,101.194236
0,0,1,12,2019,68.10661290322578,9.233348,7.11310483870968,78.779166
0,0,0,5,2020,,17.403797,,16.464167
0,1,0,1,2020,45.8204435483871,252.917734,9.188750000000008,6.823425
0,1,0,3,2020,141.98701612903218,265.899566,7.818225806451613,53.604445999999996
0,1,0,5,2020,266.85370967741943,177.023452,6.3592338709677465,90.008578
0,1,0,7,2020,279.6284677419356,117.63218799999999,5.8783467741935524,91.16964499999999
0,0,1,7,2020,309.1421370967743,7.071758999999999,4.822459677419351,253.259471
0,0,1,8,2020,271.4908467741934,6.0170449999999995,4.9596774193548425,236.03508599999998
0,0,1,10,2020,125.45326612903222,10.395619,6.521975806451611,143.335194
0,0,1,12,2020,60.549717741935474,11.248986,6.2853629032258045,63.893889
0,0,1,9,2020,195.98066666666668,0.7089489999999999,3.7326666666666655,20.483625
0,1,0,2,2020,79.45219827586206,476.853708,8.793405172413799,20.325637
0,1,0,10,2020,83.76883064516132,328.890192,7.3366935483871005,21.954347
0,1,0,11,2020,65.37979166666666,216.31564100000003,5.7687916666666625,21.527110999999998
0,1,0,12,2020,34.28629032258067,356.348075,7.488548387096772,9.6799
0,0,1,2,2020,99.73422413793095,309.931066,6.567672413793104,193.871553
0,0,1,3,2020,143.56907258064533,238.806636,5.8339919354838665,271.769131
0,0,1,6,2020,251.81145833333335,128.999694,4.580916666666668,414.141631
