region_nord,region_centre,region_sud,Month Value,Year Value,Vitesse du vent Axa0 100m (m/s),Production éolienne (GWh),Rayonnement solaire global (W/m2),Production solaire (GWh)
0,0,1,1,2020,68.23104838709676,121.308599,3.8587903225806457,41.932953999999995
0,0,1,3,2020,152.16854838709673,365.845558,6.3133467741935485,220.972273
0,0,1,4,2020,203.54666666666668,239.274204,5.3347916666666695,257.263164
0,0,1,8,2020,249.75008064516132,244.67537000000002,5.264677419354841,321.493061
1,0,0,5,2020,,531.227199,,87.651798
1,0,0,6,2020,,426.028248,,77.84724
1,0,0,7,2020,,421.013413,,88.793037
0,1,0,5,2020,250.17177419354852,140.966406,4.869798387096774,47.802577
0,1,0,10,2020,81.82205645161291,218.95043399999997,6.161774193548388,19.549545000000002
0,1,0,11,2020,68.92433333333337,149.120706,4.623374999999997,20.244923
0,1,0,12,2020,33.36475806451613,221.03873199999998,5.633709677419356,9.365328
0,0,1,1,2014,,98.886487,,30.888721000000004
0,0,1,1,2014,,75.01254200000001,,18.500091
0,1,0,2,2014,,272.083615,,9.694815
0,1,0,2,2014,,218.675594,,8.24817
0,0,1,2,2014,,198.132047,,61.987479
1,0,0,3,2014,,259.03039,,11.888558999999999
1,0,0,3,2014,,267.089705,,47.284566999999996
0,0,1,3,2014,,57.46486899999999,,93.224384
0,1,0,4,2014,,90.848444,,20.468846
0,1,0,4,2014,,19.241433999999998,,20.577756
0,1,0,4,2014,,78.075726,,36.948828999999996
0,1,0,4,2014,,103.03959300000001,,17.762345
0,0,1,4,2014,,57.75044499999999,,65.10418299999999
0,1,0,5,2014,,148.466344,,22.891108
1,0,0,5,2014,,289.09930099999997,,14.843664000000002
0,1,0,5,2014,,103.995814,,21.380751
0,0,1,5,2014,,3.546046,,13.101403
0,1,0,6,2014,,25.792798,,27.065711999999998
0,1,0,7,2014,,20.975042000000002,,20.284772
0,0,1,7,2014,,38.84,,132.505775
0,1,0,9,2014,,73.098295,,22.310862
0,0,1,9,2014,,48.569949,,68.369298
0,1,0,10,2014,,111.845331,,14.058448
0,1,0,10,2014,,27.768461,,13.940825
0,0,1,10,2014,,61.544720999999996,,112.412405
0,0,1,10,2014,,8.039207000000001,,79.53501800000001
0,0,1,11,2014,,89.600959,,57.43668
0,0,1,11,2014,,67.668836,,25.238184
1,0,0,12,2014,,515.765969,,2.103163
0,0,1,12,2014,,270.941084,,46.142228
0,0,0,1,2015,,4.955532,,1.538583
0,1,0,1,2015,,183.815529,,5.778626
0,0,1,1,2015,,97.89344,,54.883396999999995
0,1,0,2,2015,,61.487549,,10.106593
0,1,0,2,2015,,131.711468,,21.293920999999997
0,0,1,2,2015,,98.991539,,87.469848
1,0,0,3,2015,,115.88805900000001,,9.236189999999999
1,0,0,3,2015,,465.52751399999994,,10.090471
0,0,0,4,2015,,2.959761,,8.214703
0,1,0,4,2015,,150.43821499999999,,25.493996
1,0,0,4,2015,,346.223908,,57.711456000000005
0,0,1,4,2015,,66.232188,,81.747491
1,0,0,5,2015,,350.819572,,15.635426999999998
1,0,0,5,2015,,346.789644,,58.702913
0,0,1,5,2015,,67.78706700000001,,194.102118
0,0,1,5,2015,,1.408795,,15.322196
0,1,0,6,2015,,34.702731,,28.654517
0,1,0,6,2015,,97.21187900000001,,27.226082
0,1,0,7,2015,,120.23546,,30.405821000000003
0,1,0,7,2015,,89.599663,,22.94697
0,0,1,7,2015,,6.950381,,149.471119
0,1,0,8,2015,,101.104905,,27.348608000000002
1,0,0,8,2015,,54.767716,,13.87972
1,0,0,8,2015,,293.33955299999997,,60.816506000000004
0,0,1,9,2015,,77.516437,,177.688528
0,0,0,10,2015,,3.765193,,4.23726
1,0,0,10,2015,,300.307,,27.091590999999998
0,1,0,10,2015,,110.750226,,12.090076
0,0,1,10,2015,,8.775841,,82.287084
0,0,1,11,2015,,88.493025,,96.77455400000001
0,1,0,12,2015,,87.44938,,8.730708
1,0,0,12,2015,,590.723369,,16.16459
0,1,0,12,2015,,250.18892000000002,,5.182112999999999
0,0,1,12,2015,,1.53729,,7.965294
1,0,0,1,2016,39.35170040485833,186.697038,9.475425101214572,3.4196489999999997
1,0,0,1,2016,,729.902964,,15.130482
0,0,1,1,2016,52.32834008097168,128.291777,6.082631578947369,75.08463499999999
0,0,1,1,2016,61.39161943319835,187.14965,5.403724696356275,58.802617000000005
0,1,0,2,2016,75.90422413793101,275.350604,8.091810344827588,11.707917
0,1,0,2,2016,66.48594827586207,111.04672,6.5272413793103485,7.65619
1,0,0,3,2016,128.51515037593978,125.35144299999999,7.560563909774432,9.896874
0,0,1,3,2016,139.0838113207547,123.26531499999999,5.62867924528302,193.0168
0,0,0,4,2016,,4.793005,,7.529856
1,0,0,4,2016,197.2394583333332,89.323408,6.259999999999995,13.005896
0,1,0,4,2016,201.1447916666668,117.263369,7.018499999999995,20.004214
0,0,1,4,2016,205.90649999999994,251.865179,7.592666666666665,173.256507
0,1,0,5,2016,199.96766129032247,123.472528,5.669677419354835,26.388168
0,0,1,5,2016,277.77620967741944,3.4777419999999997,5.570241935483868,17.488332
0,0,0,6,2016,,2.831305,,7.252503999999999
1,0,0,6,2016,215.29566666666668,56.701129,5.410208333333336,12.585467999999999
0,0,1,6,2016,235.69783333333345,45.723221,2.945041666666665,94.172003
0,0,1,6,2016,289.631375,6.84727,4.939749999999999,154.101043
0,1,0,7,2016,249.61875000000003,86.923292,4.502217741935485,33.205444
1,0,0,7,2016,,187.93171,,65.959014
0,1,0,7,2016,258.65443548387105,57.095422,5.378427419354839,57.164539000000005
0,0,1,7,2016,301.5620564516128,1.8274130000000002,3.5470161290322566,20.445733999999998
0,1,0,8,2016,231.725,96.03468199999999,4.538467741935478,33.178528
1,0,0,8,2016,207.07963709677418,315.998217,5.185241935483872,17.639021
0,0,1,8,2016,259.8754032258064,187.981662,5.9018548387096805,232.52113799999998
0,1,0,9,2016,163.59579166666657,36.60767,4.12925,22.409673
1,0,0,9,2016,145.2707916666666,60.875939,5.393666666666666,10.928775
0,0,1,9,2016,196.4247083333333,1.363669,3.677749999999997,14.831539999999999
0,1,0,10,2016,111.77830645161293,93.98597600000001,5.706895161290323,43.885278
0,1,0,10,2016,111.63338709677416,95.095347,5.91806451612903,21.544553
0,0,1,10,2016,114.7483467741935,64.507412,3.284233870967741,71.99549499999999
1,0,0,11,2016,45.90412500000001,533.677434,6.755208333333335,6.122325
0,0,1,11,2016,66.44229166666668,113.888476,5.050708333333335,109.98278799999999
0,0,1,11,2016,63.64841666666669,84.493802,3.4857916666666684,33.021683
0,0,0,12,2016,,2.891723,,2.083556
0,1,0,12,2016,41.008991935483884,106.152348,6.437661290322579,6.253133
0,0,0,1,2017,,5.146914,,2.019673
1,0,0,1,2017,41.70758064516128,421.572065,6.272499999999999,3.857183
0,0,1,1,2017,67.48233870967744,88.241436,4.056774193548386,30.965511
1,0,0,2,2017,,598.94503,,20.768038
0,1,0,2,2017,79.7119196428572,154.472813,8.144642857142856,20.935973999999998
0,0,1,2,2017,109.89674107142851,10.184633,6.462589285714286,69.92420200000001
0,0,0,3,2017,,9.908314,,5.424804
0,1,0,5,2017,239.2962903225806,74.820817,4.5487903225806505,29.972214
0,0,1,6,2017,281.804875,171.402573,5.774999999999998,243.41922999999997
0,0,0,7,2017,,6.627431,,9.482203
1,0,0,7,2017,220.9404435483871,85.399555,5.990000000000002,16.278610999999998
0,1,0,7,2017,228.15000000000015,100.29079499999999,6.4260887096774235,56.237541
0,0,1,7,2017,261.1273387096774,264.70901200000003,6.254072580645155,241.371194
0,0,0,8,2017,,5.415824,,8.763385000000001
1,0,0,8,2017,186.66741935483884,284.49552400000005,4.673508064516132,15.014832
0,1,0,8,2017,213.98653225806459,74.585572,5.542137096774197,56.89524
0,0,1,8,2017,237.72850806451626,200.23342,5.905201612903228,229.55705600000002
0,0,1,8,2017,231.2297983870966,55.204342000000004,3.2056451612903225,105.167313
0,1,0,9,2017,143.9942916666666,71.79808100000001,4.111250000000001,21.110642000000002
0,1,0,10,2017,98.74552419354832,139.72713000000002,5.231532258064514,20.676126999999997
1,0,0,10,2017,,482.44208499999996,,34.544866
0,0,1,10,2017,151.72532258064516,0.9149860000000001,3.882177419354841,15.7713
1,0,0,11,2017,45.453916666666686,521.647355,6.153875000000001,4.9987639999999995
1,0,0,11,2017,,538.258284,,14.256529
0,0,1,11,2017,68.998125,111.26371499999999,3.8885833333333335,37.98025
0,1,0,12,2017,33.711491935483885,160.158102,6.357620967741934,4.523167
0,0,1,12,2017,65.67004032258062,12.370602,6.6880241935483875,59.80025799999999
0,0,1,12,2017,65.5372983870968,2.2249939999999997,6.196774193548384,7.604239
0,1,0,1,2018,38.59514170040488,235.29782999999998,8.741619433198379,9.189969
0,0,1,1,2018,83.51817813765183,1.601345,6.001174089068828,8.870183
0,0,1,2,2018,94.1648660714285,176.520906,5.6550892857142845,147.110121
0,0,1,2,2018,94.87267857142857,87.326138,3.880044642857142,40.725882
0,0,1,2,2018,98.17602678571428,1.236073,5.123214285714283,8.511064
0,1,0,3,2018,110.94685483870968,245.140679,6.8828225806451595,20.645698
0,0,1,3,2018,156.40762096774182,2.7505330000000003,6.105161290322582,14.152265
0,0,0,4,2018,,8.524428,,8.44091
0,1,0,4,2018,183.14987499999995,103.228041,5.8609583333333335,51.634955
0,0,1,4,2018,194.63525,118.882636,5.204791666666665,278.955506
0,0,1,4,2018,233.659625,1.7798029999999998,4.5400833333333335,18.468093
1,0,0,5,2018,248.23076612903225,385.28495899999996,5.474999999999999,19.016624
1,0,0,5,2018,,352.36229,,112.172949
0,0,1,5,2018,239.64024193548389,5.662789,4.553266129032255,159.6571
0,1,0,6,2018,266.9209166666666,66.352509,4.142708333333333,39.174017
1,0,0,6,2018,261.8838333333332,353.118311,5.479499999999994,18.225065
0,0,1,6,2018,273.3619166666667,61.650552000000005,3.5105000000000004,134.589102
0,0,1,6,2018,280.15558333333354,7.290078,4.47879166666667,189.743702
0,0,0,7,2018,,4.722373999999999,,12.43721
0,1,0,7,2018,268.16266129032243,76.450243,4.338911290322582,41.364932
1,0,0,7,2018,,238.92241800000002,,119.37594399999999
0,0,1,7,2018,274.371935483871,67.602795,4.06967741935484,404.31332000000003
0,0,1,7,2018,286.20616935483866,156.150613,4.740927419354835,306.417549
0,1,0,8,2018,239.48993055555556,95.554356,4.719340277777778,39.212139
0,1,0,8,2018,246.17927083333333,61.76537,5.2618055555555525,68.29616800000001
1,0,0,9,2018,168.362125,91.314746,5.985999999999996,16.717485
0,1,0,9,2018,187.28900000000004,99.52457700000001,5.9255416666666685,58.869411
0,1,0,9,2018,171.90154166666667,119.341264,6.323791666666667,23.510098
0,0,1,10,2018,133.69983935742962,0.735368,4.826224899598395,12.507049
0,1,0,11,2018,59.86366666666665,194.022238,8.358458333333333,11.458689999999999
0,0,1,11,2018,71.3225833333333,167.502076,5.710083333333337,140.529726
0,0,1,11,2018,84.51137500000002,0.5919439999999999,4.586541666666666,8.831444
0,1,0,12,2018,35.06854838709678,183.620869,6.3179435483870945,5.376899
0,0,1,12,2018,71.67459677419356,1.252307,5.335645161290323,9.400210000000001
1,0,0,1,2019,42.74733870967742,145.05176,7.5345564516129,4.5971839999999995
1,0,0,1,2019,38.49907258064517,788.435912,7.125806451612908,4.227197
1,0,0,1,2019,,675.8194589999999,,28.439476000000003
0,0,1,1,2019,85.74512096774195,17.952859,7.4743548387096785,97.346514
0,0,1,1,2019,83.47100806451616,1.013034,4.755725806451613,11.557699000000001
0,0,0,2,2019,,9.257202000000001,,5.857725
0,1,0,2,2019,92.49571428571429,159.729022,8.220892857142848,14.821922
0,0,1,2,2019,113.13437499999996,172.712704,5.738705357142861,217.883042
0,0,1,2,2019,130.32437499999997,6.404939,5.029285714285713,129.286522
0,1,0,3,2019,134.53512096774188,236.502533,6.932822580645162,31.964472999999998
0,0,1,3,2019,195.0382258064516,1.6641860000000002,5.920564516129031,21.452898
1,0,0,4,2019,190.05175000000003,552.949065,6.2255416666666665,15.827198000000001
1,0,0,4,2019,,501.592503,,96.01513100000001
0,1,0,4,2019,183.321125,136.613094,7.096416666666662,24.141045000000002
0,1,0,1,2014,,214.29287200000002,,5.55269
1,0,0,5,2019,237.933064516129,92.565845,6.285645161290326,21.505809
0,1,0,1,2014,,38.414048,,5.513973
1,0,0,5,2019,,449.36644900000005,,110.573555
1,0,0,1,2014,,156.651038,,2.86885
0,0,1,5,2019,234.82504032258046,123.291552,5.752782258064514,380.62246600000003
1,0,0,1,2014,,525.159,,2.916058
0,0,1,5,2019,244.9408064516129,393.499231,6.176411290322575,288.66200000000003
0,1,0,1,2014,,144.194423,,9.607937
0,0,1,5,2019,265.6106854838709,11.983733,6.282580645161296,213.65152799999998
0,1,0,1,2014,,200.068952,,5.020116000000001
0,0,1,5,2019,262.75495967741944,1.364301,4.834032258064517,22.235065
0,0,1,1,2014,,189.59741499999998,,40.344570000000004
0,0,1,6,2019,289.54525,70.398922,3.513416666666666,149.880804
0,0,1,1,2014,,8.227131,,34.598372
0,1,0,7,2019,286.2741532258064,114.20124799999999,5.657580645161293,82.556401
1,0,0,2,2014,,609.541705,,18.384388
0,0,1,7,2019,278.2245564516129,93.705939,4.7182258064516125,438.278115
0,1,0,2,2014,,179.658104,,17.208138
0,0,1,7,2019,289.92455645161283,214.624857,4.636814516129029,322.059334
0,0,1,2,2014,,128.43198700000002,,48.047011
0,0,1,7,2019,289.0894758064516,58.769137,3.3834274193548377,165.35669099999998
0,0,1,2,2014,,8.280625,,44.076151
1,0,0,8,2019,212.22274193548387,93.31354,6.235645161290318,22.485823999999997
0,0,0,3,2014,,2.870907,,6.573900999999999
1,0,0,8,2019,,331.373685,,115.169549
0,0,1,3,2014,,8.544615,,91.671047
0,0,1,8,2019,247.89249999999993,163.480211,4.452379032258063,307.53941499999996
0,0,1,4,2014,,58.623321999999995,,107.20843300000001
0,1,0,10,2019,93.93592741935484,172.07906499999999,7.0841935483870975,36.538152000000004
0,1,0,5,2014,,33.094914,,23.327756
0,0,1,10,2019,139.86649193548382,0.14742,4.488104838709675,16.355475
1,0,0,5,2014,,83.136907,,13.105296000000001
0,0,0,11,2019,,22.877192,,4.602357
0,0,1,5,2014,,237.143463,,147.867277
0,1,0,11,2019,50.64708333333332,275.273211,6.997874999999998,12.425745
0,0,1,5,2014,,89.805539,,73.097286
0,1,0,11,2019,52.468125,187.969807,5.594208333333333,13.018505000000001
0,0,0,6,2014,,2.303841,,9.374559
1,0,0,11,2019,44.22554166666667,840.647341,7.2076249999999975,6.4777379999999996
1,0,0,6,2014,,248.260486,,69.338082
1,0,0,11,2019,,797.412699,,47.360483
0,0,1,6,2014,,140.316459,,164.21821599999998
0,0,1,11,2019,70.46266666666666,321.933805,6.2836666666666625,107.387079
0,0,1,6,2014,,55.140263,,86.182018
1,0,0,12,2019,37.087056451612895,262.39315600000003,9.636532258064513,6.7246
1,0,0,7,2014,,170.40565800000002,,14.257812
0,1,0,12,2019,40.19153225806452,274.13891,9.948911290322581,8.87151
0,0,1,7,2014,,53.814173,,68.338852
0,0,0,4,2020,,15.485014000000001,,13.396076
0,1,0,8,2014,,88.967215,,22.178946
0,0,0,7,2020,,13.846834,,18.271019
0,1,0,8,2014,,21.341835,,21.68122
0,0,0,9,2020,,15.557947,,14.833329999999998
1,0,0,8,2014,,241.62684,,13.127564999999999
0,0,0,12,2020,,32.27697,,3.7824
0,1,0,8,2014,,54.526649,,40.70191
0,1,0,3,2020,140.53887096774187,256.511932,8.896612903225803,20.751534
0,1,0,8,2014,,76.12955600000001,,19.508924
0,1,0,4,2020,209.8516249999999,127.590654,6.206249999999999,27.486788
0,0,1,8,2014,,116.57575,,150.574615
0,1,0,9,2020,157.8864583333333,102.450738,5.8592499999999985,24.645264
1,0,0,9,2014,,119.811849,,11.802342
0,1,0,10,2020,86.23318548387094,224.557402,9.278266129032254,15.578338
1,0,0,9,2014,,174.611749,,48.221273
0,1,0,12,2020,36.923387096774185,262.13277400000004,9.839717741935491,8.125003
0,0,1,9,2014,,49.393208,,142.345896
0,1,0,8,2020,223.04270161290341,107.843694,5.012016129032262,77.444751
1,0,0,10,2014,,95.361097,,7.3279119999999995
0,1,0,9,2020,169.94658333333334,113.73613200000001,5.477541666666667,63.739053000000006
0,1,0,10,2014,,117.318789,,11.855931
0,1,0,11,2020,63.97729166666669,191.808976,6.79883333333333,33.881006
0,1,0,11,2014,,101.14378,,14.604428
0,0,1,5,2020,270.19923387096776,7.974916,5.440241935483876,222.3919
0,0,1,11,2014,,186.95,,55.966111
0,0,1,9,2020,193.6024583333333,5.274607,4.739874999999998,180.935211
0,0,1,11,2014,,7.434432000000001,,40.075136
0,0,1,3,2020,170.75370967741938,0.9803440000000001,5.405766129032257,17.970342000000002
0,1,0,12,2014,,55.498481999999996,,3.444572
1,0,0,3,2020,129.46125,1335.686051,8.208145161290323,12.899972
0,1,0,1,2015,,75.609008,,4.92709
1,0,0,7,2020,248.55528225806458,658.015276,5.971854838709677,22.804171
0,0,1,1,2015,,70.684359,,24.867689000000002
1,0,0,12,2020,28.56270161290323,1231.875408,7.896088709677423,4.913556
0,1,0,2,2015,,197.658714,,10.228383000000001
0,1,0,3,2020,131.97830645161292,362.414289,6.9670564516129065,32.677158
1,0,0,2,2015,,450.500379,,20.852932
0,1,0,8,2020,220.22455645161304,157.553304,4.627258064516126,49.240136
0,0,1,2,2015,,11.784671000000001,,64.554006
1,0,0,2,2020,69.27909482758618,322.870346,11.31512931034482,9.002849000000001
0,1,0,4,2015,,50.245378,,24.107487
1,0,0,3,2020,133.7414919354838,233.03997900000002,8.669435483870965,15.610648000000001
0,0,1,4,2015,,176.31323600000002,,167.2407
1,0,0,10,2020,83.96310483870964,210.42704300000003,8.515887096774195,11.749903999999999
0,1,0,5,2015,,139.69923500000002,,27.846088
1,0,0,12,2020,33.23758064516131,228.911205,8.766612903225809,5.244386
1,0,0,5,2015,,85.240894,,14.176826
0,0,1,4,2020,202.99795833333332,143.59803300000002,4.693083333333336,329.589617
0,0,1,5,2015,,11.226828999999999,,139.749578
0,0,1,5,2020,256.8690322580645,203.429871,5.027217741935486,432.181486
1,0,0,6,2015,,73.081008,,17.89975
0,0,1,7,2020,285.0926209677421,109.451145,4.226330645161292,479.838964
0,0,1,6,2015,,0.76617,,16.624257999999998
0,0,1,5,2020,253.05241935483863,96.31607,3.5745564516129016,162.111832
0,1,0,7,2015,,42.881085999999996,,29.515313
0,0,1,9,2020,181.20137500000013,66.90568499999999,3.1664583333333334,131.250348
1,0,0,7,2015,,75.141221,,14.886045999999999
0,0,1,2,2020,115.92603448275864,378.04365,5.775215517241382,163.468641
1,0,0,7,2015,,347.574062,,15.874028
1,0,0,1,2020,,928.1959009999999,,17.593408
1,0,0,7,2015,,338.204085,,68.308892
1,0,0,8,2020,,416.391392,,78.443639
0,0,1,7,2015,,2.032825,,17.664911
1,0,0,10,2020,,1028.047768,,33.079484
0,1,0,8,2015,,38.104154,,26.133879
1,0,0,12,2020,,898.014652,,13.936314999999999
0,1,0,8,2015,,56.777944999999995,,47.691379
0,1,0,8,2020,224.69290322580642,88.370956,4.009435483870966,45.576782
0,0,1,8,2015,,46.936429,,206.138572
0,1,0,9,2020,172.29970833333314,108.594656,4.2375,39.334328
0,0,1,8,2015,,55.400296999999995,,91.714988
0,1,0,9,2015,,64.06087,,21.679767000000002
0,1,0,9,2015,,97.98011,,20.156558999999998
0,0,1,9,2015,,164.29155,,151.581797
0,0,1,9,2015,,3.4845599999999997,,12.934014999999999
0,0,1,10,2015,,171.826435,,113.453565
0,0,1,10,2015,,2.581582,,9.472382000000001
0,1,0,11,2015,,227.590166,,10.010521
0,1,0,11,2015,,124.91170600000001,,15.424907999999999
0,1,0,11,2015,,195.387954,,6.797521000000001
0,0,1,11,2015,,241.94072000000003,,88.733744
1,0,0,12,2015,,758.1026049999999,,3.327975
0,0,1,12,2015,,111.31773799999999,,94.907432
0,0,1,12,2015,,69.613506,,33.691453
0,0,1,12,2015,,3.5154199999999998,,41.055969
0,0,1,1,2016,54.62655870445344,85.026207,2.973481781376517,26.417773999999998
0,0,1,1,2016,72.2523076923077,5.997627,5.983927125506072,49.827121000000005
0,0,0,2,2016,,9.330731,,3.282121
0,0,1,2,2016,79.16133620689655,90.363148,3.8069396551724175,33.27653
0,0,1,2,2016,110.70771551724137,4.321958,6.277801724137932,8.225023
1,0,0,3,2016,120.33684210526316,554.542804,7.107969924812032,11.650505
0,0,1,3,2016,151.6080827067669,234.34040699999997,7.562894736842103,142.678029
1,0,0,4,2016,,381.331448,,47.378094
0,0,1,4,2016,194.5390833333333,60.168195,4.914500000000004,215.73257400000003
1,0,0,5,2016,231.6119354838709,70.242807,6.180443548387097,14.955169
1,0,0,5,2016,,319.621806,,57.460646
0,0,1,5,2016,239.38374999999988,300.020903,7.2451612903225815,202.42421000000002
0,1,0,6,2016,192.492125,86.82536,4.9952916666666605,24.512031
1,0,0,6,2016,,214.113706,,54.279437
0,0,1,6,2016,295.9650833333333,1.7519220000000002,3.9415416666666663,16.658071
1,0,0,7,2016,235.85649193548375,243.48274300000003,4.834919354838708,18.467729000000002
0,1,0,7,2016,250.17665322580632,64.922737,5.676733870967745,24.769599
0,0,1,7,2016,304.2577016129032,8.335497,4.3977419354838725,166.609175
1,0,0,8,2016,218.90536290322567,74.457411,5.587782258064519,16.155970999999997
1,0,0,8,2016,,216.457238,,64.34654599999999
0,1,0,8,2016,239.52608870967742,70.290095,5.4654838709677405,57.60299200000001
0,0,1,8,2016,249.58173387096787,40.952515000000005,4.045806451612905,290.207426
0,0,1,8,2016,248.688508064516,50.825308,3.207137096774193,107.358856
0,0,0,9,2016,,2.3625580000000004,,6.3797809999999995
0,1,0,9,2016,159.62104166666668,48.821232,4.9815000000000005,38.676119
0,1,0,11,2016,50.85933333333331,93.462195,5.305999999999998,7.207216000000001
0,1,0,11,2016,60.15779166666669,145.963411,7.711708333333338,18.769572
0,1,0,11,2016,54.652041666666705,164.41986,8.194166666666671,7.894647999999999
0,0,1,11,2016,88.43533333333332,3.0177009999999997,5.8548749999999945,7.7858410000000005
1,0,0,12,2016,39.491250000000015,96.58400300000001,5.874637096774192,4.493979
1,0,0,12,2016,,328.90631099999996,,15.946489000000001
0,0,1,12,2016,63.72629032258065,60.816053000000004,2.8316129032258064,37.192353999999995
0,1,0,1,2017,48.44342741935482,125.069041,7.360483870967734,7.915331
0,1,0,2,2017,73.51808035714284,220.28550499999997,6.853794642857144,11.175114
0,1,0,2,2017,82.03691964285717,107.567798,5.252276785714286,10.372096
1,0,0,2,2017,58.85910714285716,603.726875,7.226026785714287,4.224533999999999
0,1,0,2,2017,78.6154017857143,177.948982,8.775535714285708,9.258744
0,0,1,2,2017,99.4877232142857,101.150699,3.5261607142857145,44.213281
0,0,1,2,2017,115.87388392857136,1.7242400000000002,5.646875000000001,9.009908
1,0,0,3,2017,,691.486104,,42.617364
0,1,0,4,2017,216.05104166666646,109.18769099999999,5.2272500000000015,33.081829
0,1,0,4,2017,209.11716666666652,65.618963,4.983250000000002,28.419759999999997
1,0,0,4,2017,198.28345833333336,283.706823,5.168333333333335,15.602571
0,1,0,4,2017,223.98270833333325,97.048591,6.183708333333334,57.835591
0,1,0,5,2017,238.81697580645152,120.610437,5.174919354838705,33.118146
0,0,0,6,2017,,5.034175,,11.108787
0,1,0,6,2017,273.5299999999999,106.97704099999999,5.2467916666666685,36.915023
0,0,1,7,2017,234.2956048387097,75.696673,4.276854838709676,270.353101
0,0,1,7,2017,255.09318548387088,69.372419,3.2427822580645165,108.37961899999999
0,0,1,7,2017,307.92693548387086,9.022459,5.111935483870967,192.498805
0,0,1,7,2017,309.61383064516116,1.801193,4.124838709677424,22.122666
1,0,0,8,2017,,255.78335499999997,,59.33553199999999
0,0,1,8,2017,223.52741935483868,57.164356000000005,3.9652016129032246,288.95569
0,0,1,8,2017,263.28157258064516,6.9399169999999994,4.146451612903228,168.431703
0,1,0,9,2017,140.43224999999995,127.88395600000001,5.340499999999997,24.233228
0,0,1,9,2017,198.05645833333344,6.762347,4.99270833333333,141.85451899999998
0,1,0,11,2017,57.42712500000004,181.759624,6.157541666666671,10.801209
0,1,0,11,2017,64.23720833333334,119.365476,6.9816249999999975,21.717287
0,1,0,11,2017,55.34195833333335,137.301073,7.2529166666666685,8.934264
0,0,1,11,2017,85.28637499999995,337.49637,8.362875000000004,107.71211399999999
0,0,1,11,2017,89.71116666666668,2.585805,5.154708333333336,10.755274
0,0,0,12,2017,,15.182519000000001,,1.381375
0,0,1,1,2018,60.415060728744976,379.711507,6.890161943319835,66.880303
0,0,1,1,2018,77.26821862348181,10.978333000000001,7.925141700404858,65.498301
0,0,0,2,2018,,11.961186999999999,,3.7917769999999997
0,1,0,2,2018,91.63674107142856,170.174098,7.674419642857138,29.37544
0,1,0,2,2018,90.10941964285715,184.836827,8.452321428571429,13.800303
1,0,0,4,2018,175.80974999999995,115.983122,6.27725,13.683420000000002
0,0,0,5,2018,,7.875509,,11.888886999999999
1,0,0,5,2018,255.08104838709664,70.522667,5.5054838709677405,20.047565
0,0,1,5,2018,223.8297177419355,268.915055,5.470846774193549,221.967
0,0,1,5,2018,221.7316935483871,66.98433100000001,3.200322580645162,106.05048500000001
0,1,0,6,2018,255.28608333333335,102.549323,4.890708333333333,38.344134999999994
1,0,0,6,2018,267.52804166666664,58.568397,5.441666666666666,18.620475
1,0,0,7,2018,274.0503629032257,49.390065,4.6569758064516105,21.074683
1,0,0,8,2018,221.8799652777777,382.41418500000003,5.3476041666666685,18.025663
1,0,0,8,2018,,299.233697,,109.53069099999999
0,1,0,9,2018,184.17083333333318,128.964303,5.1379583333333345,34.243606
1,0,0,9,2018,,348.41578599999997,,100.476899
0,1,0,11,2018,62.74641666666671,121.60086299999999,4.926458333333329,13.728743
1,0,0,11,2018,,621.4681559999999,,49.18735
0,0,1,11,2018,71.54254166666664,8.311060000000001,6.5049583333333345,62.224819999999994
0,1,0,12,2018,35.57915322580645,267.056103,7.652620967741934,5.958783
1,0,0,12,2018,,887.34058,,19.447981
0,0,0,1,2019,,10.901197,,2.820042
0,0,1,1,2019,56.35092741935489,191.36717099999998,5.752499999999999,97.69933
0,0,1,1,2019,69.64866935483867,463.479683,7.364879032258066,98.03797
0,1,0,2,2019,99.72705357142857,152.703547,7.1024107142857185,36.801914000000004
0,0,0,3,2019,,19.218889,,8.189127000000001
0,1,0,3,2019,145.62891129032252,250.241442,8.448346774193551,52.564947
0,0,1,3,2019,172.8595564516129,398.050098,6.482540322580644,239.51655899999997
0,0,1,3,2019,156.33717741935484,140.560975,4.5729435483870935,111.79250400000001
1,0,0,4,2019,191.89937499999996,111.44281399999998,6.698374999999998,17.616652
1,0,0,5,2019,220.51145161290336,487.34022000000004,5.950201612903228,20.042656
0,1,0,5,2019,238.53173387096783,105.793054,6.5594354838709705,30.512859000000002
1,0,0,6,2019,,407.717187,,116.65354199999999
0,0,1,6,2019,316.99791666666664,0.239456,3.3803333333333336,27.841627000000003
0,1,0,7,2019,282.44201612903237,136.958394,5.139233870967745,47.655875
0,1,0,7,2019,283.8666532258063,104.719297,5.9402822580645145,34.554199
0,1,0,8,2019,225.30875,135.099152,5.184153225806453,42.506469
0,1,0,8,2019,228.7204435483873,80.97743,4.071854838709679,45.371619
0,0,1,8,2019,265.6852016129033,5.639849,4.5893145161290345,209.639497
0,1,0,9,2019,171.2049166666666,217.78876499999998,6.005416666666667,35.545413
0,1,0,9,2019,161.509625,169.35651299999998,7.464625,24.409672
0,0,1,9,2019,205.39783333333332,-0.008140999999999999,4.236625000000002,21.090616
0,1,0,10,2019,90.09798387096774,186.603919,8.360040322580645,14.826495999999999
0,0,1,10,2019,107.01588709677416,165.590679,5.664516129032258,205.565272
